gene	chromosome	start	end	bin	TAD
N/A	chr20	60055924	60055925	28705092	hg38_H1_2854
N/A	chr20	60087685	60087686	28705409	hg38_H1_2854
N/A	chr20	60087685	60087686	28705409	hg38_H1_2854
N/A	chr20	60087685	60087686	28705409	hg38_H1_2854
N/A	chr20	60055924	60055925	28705092	hg38_H1_2854
MIR646	chr20	60308473	60308474	28707617	hg38_H1_2854
MIR4533	chr20	60478110	60478111	28709314	hg38_H1_2854
N/A	chr20	60472976	60472977	28709262	hg38_H1_2854
MIR548AG2	chr20	60564561	60564562	28710178	hg38_H1_2854
MIR1257	chr20	61953662	61953663	28724069	hg38_H1_2855
MIR3195	chr20	62064801	62064802	28725181	hg38_H1_2855
MTG2	chr20	62183024	62183025	28726363	
PSMA7	chr20	62143458	62143459	28725967	hg38_H1_2855
SS18L1	chr20	62143719	62143720	28725970	hg38_H1_2855
N/A	chr20	62143719	62143720	28725970	hg38_H1_2855
N/A	chr20	62143719	62143720	28725970	hg38_H1_2855
HRH3	chr20	62220267	62220268	28726735	
N/A	chr20	62143719	62143720	28725970	hg38_H1_2855
LAMA5	chr20	62367312	62367313	28728206	
N/A	chr20	62353009	62353010	28728063	
ADRM1	chr20	62302895	62302896	28727561	
MIR4758	chr20	62332557	62332558	28727858	
ADRM1	chr20	62302895	62302896	28727561	
N/A	chr20	62302895	62302896	28727561	
N/A	chr20	62302895	62302896	28727561	
RPS21	chr20	62387064	62387065	28728403	
LAMA5-AS1	chr20	62353009	62353010	28728063	
LAMA5-AS1	chr20	62353009	62353010	28728063	
GATA5	chr20	62475970	62475971	28729292	
RBBP8NL	chr20	62427573	62427574	28728808	
N/A	chr20	62551561	62551562	28730048	
MIR133A2	chr20	62564911	62564912	28730182	
N/A	chr20	62550452	62550453	28730037	
N/A	chr20	62550452	62550453	28730037	
MIR1-1	chr20	62554305	62554306	28730076	
SLCO4A1-AS1	chr20	62666621	62666622	28731199	
NTSR1	chr20	62708836	62708837	28731621	
LINC00659	chr20	62776856	62776857	28732301	
N/A	chr20	62776856	62776857	28732301	
N/A	chr20	62844565	62844566	28732978	
TCFL5	chr20	62861763	62861764	28733150	
OGFR	chr20	62804824	62804825	28732581	
MRGBP	chr20	62796452	62796453	28732497	
N/A	chr20	62861763	62861764	28733150	
COL9A3	chr20	62817061	62817062	28732703	
OGFR-AS1	chr20	62805587	62805588	28732588	
SLC17A9	chr20	62952646	62952647	28734059	
N/A	chr20	63037028	63037029	28734903	
SLC17A9	chr20	62952646	62952647	28734059	
GID8	chr20	62938088	62938089	28733913	
BHLHE23	chr20	63007035	63007036	28734603	
HAR1B	chr20	63102319	63102320	28735556	
N/A	chr20	63101291	63101292	28735545	
BIRC7	chr20	63235882	63235883	28736891	
ARFGAP1	chr20	63272784	63272785	28737260	
ARFGAP1	chr20	63272784	63272785	28737260	
ARFGAP1	chr20	63272784	63272785	28737260	
MIR3196	chr20	63238778	63238779	28736920	
ARFGAP1	chr20	63272784	63272785	28737260	
MIR124-3	chr20	63178499	63178500	28736317	
NKAIN4	chr20	63254540	63254541	28737078	
MIR4326	chr20	63286807	63286808	28737401	
FLJ16779	chr20	63253977	63253978	28737072	
N/A	chr20	63284114	63284115	28737374	
ARFGAP1	chr20	63284114	63284115	28737374	
ARFGAP1	chr20	63272784	63272785	28737260	
BIRC7	chr20	63235882	63235883	28736891	
YTHDF1	chr20	63216186	63216187	28736694	
CHRNA4	chr20	63361396	63361397	28738146	
N/A	chr20	63361396	63361397	28738146	
RP11-261N11.8	chr20	63359987	63359988	28738132	
N/A	chr20	63361396	63361397	28738146	
C20ORF195	chr20	63553019	63553020	28740063	hg38_H1_2856
EEF1A2	chr20	63499315	63499316	28739526	
HELZ2	chr20	63567754	63567755	28740210	hg38_H1_2856
PPDPF	chr20	63520779	63520780	28739740	
PTK6	chr20	63537370	63537371	28739906	
PTK6	chr20	63537370	63537371	28739906	
SRMS	chr20	63547504	63547505	28740008	hg38_H1_2856
N/A	chr20	63653610	63653611	28741069	hg38_H1_2856
RTEL1	chr20	63657809	63657810	28741111	hg38_H1_2856
STMN3	chr20	63653610	63653611	28741069	hg38_H1_2856
GMEB2	chr20	63627028	63627029	28740803	hg38_H1_2856
STMN3	chr20	63652766	63652767	28741060	hg38_H1_2856
N/A	chr20	63657809	63657810	28741111	hg38_H1_2856
RTEL1	chr20	63657809	63657810	28741111	hg38_H1_2856
TNFRSF6B	chr20	63696650	63696651	28741499	hg38_H1_2856
RTEL1	chr20	63657809	63657810	28741111	hg38_H1_2856
RTEL1	chr20	63657809	63657810	28741111	hg38_H1_2856
N/A	chr20	63627234	63627235	28740805	hg38_H1_2856
N/A	chr20	63627234	63627235	28740805	hg38_H1_2856
LIME1	chr20	63736459	63736460	28741897	hg38_H1_2856
ZBTB46	chr20	63805503	63805504	28742588	hg38_H1_2856
ZGPAT	chr20	63708027	63708028	28741613	hg38_H1_2856
ZGPAT	chr20	63708027	63708028	28741613	hg38_H1_2856
N/A	chr20	63708027	63708028	28741613	hg38_H1_2856
ZGPAT	chr20	63708027	63708028	28741613	hg38_H1_2856
ZGPAT	chr20	63707441	63707442	28741607	hg38_H1_2856
N/A	chr20	63736459	63736460	28741897	hg38_H1_2856
N/A	chr20	63735700	63735701	28741890	hg38_H1_2856
N/A	chr20	63808075	63808076	28742613	hg38_H1_2856
SLC2A4RG	chr20	63739857	63739858	28741931	hg38_H1_2856
MIR647	chr20	63942726	63942727	28743960	hg38_H1_2856
ABHD16B	chr20	63861212	63861213	28743145	hg38_H1_2856
N/A	chr20	63865227	63865228	28743185	hg38_H1_2856
N/A	chr20	63919560	63919561	28743728	hg38_H1_2856
N/A	chr20	63919560	63919561	28743728	hg38_H1_2856
MIR941-1	chr20	63919448	63919449	28743727	hg38_H1_2856
MIR941-1	chr20	63919672	63919673	28743729	hg38_H1_2856
MIR1914	chr20	63941544	63941545	28743948	hg38_H1_2856
UCKL1	chr20	63956447	63956448	28744097	hg38_H1_2856
UCKL1	chr20	63951174	63951175	28744044	hg38_H1_2856
TPD52L2	chr20	63865227	63865228	28743185	hg38_H1_2856
TPD52L2	chr20	63865227	63865228	28743185	hg38_H1_2856
TPD52L2	chr20	63865227	63865228	28743185	hg38_H1_2856
TPD52L2	chr20	63865227	63865228	28743185	hg38_H1_2856
TPD52L2	chr20	63865227	63865228	28743185	hg38_H1_2856
TPD52L2	chr20	63865227	63865228	28743185	hg38_H1_2856
N/A	chr20	63956447	63956448	28744097	hg38_H1_2856
TPD52L2	chr20	63865227	63865228	28743185	hg38_H1_2856
TPD52L2	chr20	63865227	63865228	28743185	hg38_H1_2856
TPD52L2	chr20	63865227	63865228	28743185	hg38_H1_2856
N/A	chr20	63865227	63865228	28743185	hg38_H1_2856
N/A	chr20	63953383	63953384	28744066	hg38_H1_2856
MIR941-2MIR941-4MIR941-5	chr20	63919867	63919868	28743731	hg38_H1_2856
MIR941-2MIR941-4MIR941-5	chr20	63919755	63919756	28743730	hg38_H1_2856
MIR941-2MIR941-4MIR941-5	chr20	63919560	63919561	28743728	hg38_H1_2856
N/A	chr20	63919755	63919756	28743730	hg38_H1_2856
N/A	chr20	63919755	63919756	28743730	hg38_H1_2856
N/A	chr20	63919867	63919868	28743731	hg38_H1_2856
N/A	chr20	63919867	63919868	28743731	hg38_H1_2856
N/A	chr20	63919560	63919561	28743728	hg38_H1_2856
N/A	chr20	63919755	63919756	28743730	hg38_H1_2856
N/A	chr20	63919867	63919868	28743731	hg38_H1_2856
DNAJC5	chr20	63895101	63895102	28743484	hg38_H1_2856
LKAAEAR1	chr20	64084359	64084360	28745376	hg38_H1_2856
MIR6813	chr20	64077010	64077011	28745303	hg38_H1_2856
SOX18	chr20	64049626	64049627	28745029	hg38_H1_2856
TCEA2	chr20	64062656	64062657	28745159	hg38_H1_2856
RGS19	chr20	64079492	64079493	28745327	hg38_H1_2856
SAMD10	chr20	63979642	63979643	28744329	hg38_H1_2856
PRPF6	chr20	63981077	63981078	28744343	hg38_H1_2856
RGS19	chr20	64079971	64079972	28745332	hg38_H1_2856
N/A	chr20	64034343	64034344	28744876	hg38_H1_2856
N/A	chr20	64034343	64034344	28744876	hg38_H1_2856
TCEA2	chr20	64057085	64057086	28745103	hg38_H1_2856
NPBWR2	chr20	64106831	64106832	28745601	hg38_H1_2856
N/A	chr20	64290384	64290385	28747436	
PCMTD2	chr20	64255694	64255695	28747089	hg38_H1_2856
PCMTD2	chr20	64255694	64255695	28747089	hg38_H1_2856
SON	chr21	33543037	33543038	30751042	hg38_H1_2872
SON	chr21	33543037	33543038	30751042	hg38_H1_2872
SON	chr21	33543037	33543038	30751042	hg38_H1_2872
N/A	chr21	8213887	8213888	30497750	
SON	chr21	33543037	33543038	30751042	hg38_H1_2872
N/A	chr21	8380664	8380665	30499418	
C2CD2	chr21	41953890	41953891	30835150	hg38_H1_2883
N/A	chr21	33543037	33543038	30751042	hg38_H1_2872
N/A	chr21	10413531	10413532	30519747	
N/A	chr21	10413531	10413532	30519747	
POTED	chr21	13610176	13610177	30551713	hg38_H1_2857
N/A	chr21	10413531	10413532	30519747	
N/A	chr21	10413531	10413532	30519747	
AP000472.2	chr21	22098459	22098460	30636596	hg38_H1_2862
TIAM1	chr21	31558977	31558978	30731201	hg38_H1_2869
N/A	chr21	32412436	32412437	30739736	hg38_H1_2871
EVA1C	chr21	32412436	32412437	30739736	hg38_H1_2871
EVA1C	chr21	32412436	32412437	30739736	hg38_H1_2871
N/A	chr21	29305203	29305204	30708664	hg38_H1_2867
RCAN1	chr21	34615142	34615143	30761763	hg38_H1_2875
SIM2	chr21	36699132	36699133	30782603	hg38_H1_2878
RCAN1	chr21	34614446	34614447	30761756	hg38_H1_2875
N/A	chr21	36699132	36699133	30782603	hg38_H1_2878
RCAN1	chr21	34613843	34613844	30761750	hg38_H1_2875
KCNJ6	chr21	37916438	37916439	30794776	hg38_H1_2879
FTCD	chr21	46155567	46155568	30877167	hg38_H1_2890
PKNOX1	chr21	42974509	42974510	30845357	hg38_H1_2886
PKNOX1	chr21	42974509	42974510	30845357	hg38_H1_2886
TRAPPC10	chr21	44012324	44012325	30855735	hg38_H1_2887
N/A	chr21	45074577	45074578	30866357	hg38_H1_2889
N/A	chr21	45074577	45074578	30866357	hg38_H1_2889
ADARB1	chr21	45074577	45074578	30866357	hg38_H1_2889
FTCD	chr21	46155567	46155568	30877167	hg38_H1_2890
N/A	chr21	45074577	45074578	30866357	hg38_H1_2889
N/A	chr21	45074577	45074578	30866357	hg38_H1_2889
N/A	chr21	45074577	45074578	30866357	hg38_H1_2889
ADARB1	chr21	45074577	45074578	30866357	hg38_H1_2889
ADARB1	chr21	45074577	45074578	30866357	hg38_H1_2889
N/A	chr21	13038165	13038166	30545993	hg38_H1_2857
LIPI	chr21	14206949	14206950	30557681	hg38_H1_2858
N/A	chr21	14273798	14273799	30558349	hg38_H1_2858
LIPI	chr21	14210891	14210892	30557720	hg38_H1_2858
N/A	chr21	14210891	14210892	30557720	hg38_H1_2858
N/A	chr21	14210891	14210892	30557720	hg38_H1_2858
LIPI	chr21	14210891	14210892	30557720	hg38_H1_2858
N/A	chr21	14273798	14273799	30558349	hg38_H1_2858
SAMSN1	chr21	14583402	14583403	30561446	hg38_H1_2858
USP25	chr21	15730024	15730025	30572912	hg38_H1_2858
USP25	chr21	15730024	15730025	30572912	hg38_H1_2858
N/A	chr21	16071113	16071114	30576323	hg38_H1_2859
N/A	chr21	16071113	16071114	30576323	hg38_H1_2859
USP25	chr21	15730024	15730025	30572912	hg38_H1_2858
N/A	chr21	16194378	16194379	30577555	hg38_H1_2859
MIR99AHG	chr21	16070521	16070522	30576317	hg38_H1_2859
CXADR	chr21	17512905	17512906	30590741	hg38_H1_2859
CXADR	chr21	17512905	17512906	30590741	hg38_H1_2859
CXADR	chr21	17512905	17512906	30590741	hg38_H1_2859
CXADR	chr21	17512905	17512906	30590741	hg38_H1_2859
CXADR	chr21	17512905	17512906	30590741	hg38_H1_2859
N/A	chr21	18759812	18759813	30603210	hg38_H1_2861
CHODL	chr21	17917339	17917340	30594785	hg38_H1_2860
CHODL	chr21	17917339	17917340	30594785	hg38_H1_2860
TMPRSS15	chr21	18403653	18403654	30599648	hg38_H1_2861
CHODL	chr21	17917339	17917340	30594785	hg38_H1_2860
N/A	chr21	17917339	17917340	30594785	hg38_H1_2860
LINC01425	chr21	21746984	21746985	30633081	hg38_H1_2862
NCAM2	chr21	20998314	20998315	30625595	hg38_H1_2862
AP000235.2	chr21	24840549	24840550	30664017	hg38_H1_2863
JAM2	chr21	25639281	25639282	30672004	
JAM2	chr21	25639281	25639282	30672004	
APP	chr21	26171128	26171129	30677323	hg38_H1_2864
APP	chr21	26170820	26170821	30677320	hg38_H1_2864
APP	chr21	26170820	26170821	30677320	hg38_H1_2864
APP	chr21	26170820	26170821	30677320	hg38_H1_2864
APP	chr21	26170820	26170821	30677320	hg38_H1_2864
APP	chr21	26170820	26170821	30677320	hg38_H1_2864
APP	chr21	26170820	26170821	30677320	hg38_H1_2864
N/A	chr21	26170820	26170821	30677320	hg38_H1_2864
N/A	chr21	26170820	26170821	30677320	hg38_H1_2864
JAM2	chr21	25639281	25639282	30672004	
APP	chr21	26140390	26140391	30677015	hg38_H1_2864
LINC00158	chr21	25431701	25431702	30669929	
N/A	chr21	25639281	25639282	30672004	
CYYR1	chr21	26573262	26573263	30681344	hg38_H1_2864
AL035610.1	chr21	28048413	28048414	30696096	hg38_H1_2866
AL035610.2	chr21	28228667	28228668	30697898	hg38_H1_2866
MAP3K7CL	chr21	29077470	29077471	30706386	hg38_H1_2867
MAP3K7CL	chr21	29077470	29077471	30706386	hg38_H1_2867
MAP3K7CL	chr21	29077470	29077471	30706386	hg38_H1_2867
N/A	chr21	29077470	29077471	30706386	hg38_H1_2867
MAP3K7CL	chr21	29077470	29077471	30706386	hg38_H1_2867
MAP3K7CL	chr21	29092253	29092254	30706534	hg38_H1_2867
LTN1	chr21	28992956	28992957	30705541	
MAP3K7CL	chr21	29077470	29077471	30706386	hg38_H1_2867
LINC00189	chr21	29193493	29193494	30707546	hg38_H1_2867
GRIK1	chr21	29939964	29939965	30715011	hg38_H1_2867
GRIK1	chr21	29939964	29939965	30715011	hg38_H1_2867
BACH1	chr21	29596039	29596040	30711572	hg38_H1_2867
N/A	chr21	29748174	29748175	30713093	hg38_H1_2867
SCAF4	chr21	31732118	31732119	30732933	hg38_H1_2870
SCAF4	chr21	31732118	31732119	30732933	hg38_H1_2870
SCAF4	chr21	31732118	31732119	30732933	hg38_H1_2870
HUNK	chr21	31873314	31873315	30734345	hg38_H1_2870
URB1	chr21	32393003	32393004	30739542	hg38_H1_2871
SYNJ1	chr21	32728040	32728041	30742892	hg38_H1_2872
PAXBP1	chr21	32771858	32771859	30743330	hg38_H1_2872
SYNJ1	chr21	32727939	32727940	30742891	hg38_H1_2872
IFNGR2	chr21	33402895	33402896	30749640	hg38_H1_2872
SYNJ1	chr21	32728040	32728041	30742892	hg38_H1_2872
SYNJ1	chr21	32727939	32727940	30742891	hg38_H1_2872
PAXBP1	chr21	32771858	32771859	30743330	hg38_H1_2872
IL10RB	chr21	33266359	33266360	30748275	hg38_H1_2872
N/A	chr21	32771858	32771859	30743330	hg38_H1_2872
KCNE1	chr21	34512275	34512276	30760734	hg38_H1_2875
MRPS6	chr21	34073522	34073523	30756347	hg38_H1_2874
KCNE1	chr21	34511315	34511316	30760725	hg38_H1_2875
SLC5A3	chr21	34073522	34073523	30756347	hg38_H1_2874
KCNE1	chr21	34511339	34511340	30760725	hg38_H1_2875
ITSN1	chr21	33642477	33642478	30752036	hg38_H1_2873
N/A	chr21	34511339	34511340	30760725	hg38_H1_2875
ITSN1	chr21	33642477	33642478	30752036	hg38_H1_2873
N/A	chr21	33931211	33931212	30754924	hg38_H1_2874
RUNX1	chr21	34888690	34888691	30764498	hg38_H1_2876
LINC00160	chr21	34737182	34737183	30762983	hg38_H1_2876
RUNX1	chr21	35049298	35049299	30766104	hg38_H1_2876
RUNX1	chr21	35580764	35580765	30771419	hg38_H1_2876
RUNX1	chr21	34888690	34888691	30764498	hg38_H1_2876
SETD4	chr21	36060818	36060819	30776220	hg38_H1_2876
DOPEY2	chr21	36164540	36164541	30777257	hg38_H1_2877
CLDN14	chr21	36576569	36576570	30781377	hg38_H1_2878
SETD4	chr21	36060818	36060819	30776220	hg38_H1_2876
SETD4	chr21	36060364	36060365	30776215	hg38_H1_2876
SETD4	chr21	36060364	36060365	30776215	hg38_H1_2876
N/A	chr21	36060818	36060819	30776220	hg38_H1_2876
HLCS	chr21	36990245	36990246	30785514	hg38_H1_2879
DYRK1A	chr21	37367556	37367557	30789287	hg38_H1_2879
TTC3	chr21	37082946	37082947	30786441	hg38_H1_2879
HLCS	chr21	36966656	36966657	30785278	hg38_H1_2879
DYRK1A	chr21	37420299	37420300	30789814	hg38_H1_2879
DSCR3	chr21	37267532	37267533	30788287	hg38_H1_2879
DYRK1A	chr21	37420298	37420299	30789814	hg38_H1_2879
DYRK1A	chr21	37418904	37418905	30789801	hg38_H1_2879
TTC3	chr21	37073270	37073271	30786344	hg38_H1_2879
HLCS	chr21	36980964	36980965	30785421	hg38_H1_2879
KCNJ15	chr21	38272419	38272420	30798336	hg38_H1_2879
KCNJ15	chr21	38256803	38256804	30798180	hg38_H1_2879
ERG	chr21	38498504	38498505	30800597	hg38_H1_2880
N/A	chr21	38661780	38661781	30802229	hg38_H1_2880
ERG	chr21	38498504	38498505	30800597	hg38_H1_2880
N/A	chr21	38661780	38661781	30802229	hg38_H1_2880
ERG	chr21	38661780	38661781	30802229	hg38_H1_2880
ERG	chr21	38584945	38584946	30801461	hg38_H1_2880
ERG	chr21	38660667	38660668	30802218	hg38_H1_2880
ERG	chr21	38661780	38661781	30802229	hg38_H1_2880
N/A	chr21	38229914	38229915	30797911	hg38_H1_2879
N/A	chr21	38229914	38229915	30797911	hg38_H1_2879
N/A	chr21	38229914	38229915	30797911	hg38_H1_2879
KCNJ15	chr21	38256697	38256698	30798178	hg38_H1_2879
N/A	chr21	38256697	38256698	30798178	hg38_H1_2879
ERG	chr21	38661780	38661781	30802229	hg38_H1_2880
KCNJ15	chr21	38256697	38256698	30798178	hg38_H1_2879
DSCR8	chr21	38121450	38121451	30796826	hg38_H1_2879
N/A	chr21	38121450	38121451	30796826	hg38_H1_2879
DSCR8	chr21	38121450	38121451	30796826	hg38_H1_2879
N/A	chr21	38121450	38121451	30796826	hg38_H1_2879
DSCR8	chr21	38121450	38121451	30796826	hg38_H1_2879
SH3BGR	chr21	39451853	39451854	30810130	
BRWD1	chr21	39313786	39313787	30808749	
SH3BGR	chr21	39445870	39445871	30810070	
BRWD1-AS1	chr21	39315706	39315707	30808769	
BRWD1	chr21	39313786	39313787	30808749	
N/A	chr21	38938429	38938430	30804996	hg38_H1_2880
DSCAM	chr21	40847113	40847114	30824083	hg38_H1_2882
N/A	chr21	40847113	40847114	30824083	hg38_H1_2882
N/A	chr21	40847113	40847114	30824083	hg38_H1_2882
N/A	chr21	41679301	41679302	30832405	hg38_H1_2883
PRDM15	chr21	41879482	41879483	30834406	hg38_H1_2883
PRDM15	chr21	41879482	41879483	30834406	hg38_H1_2883
PRDM15	chr21	41879482	41879483	30834406	hg38_H1_2883
N/A	chr21	41863302	41863303	30834245	hg38_H1_2883
N/A	chr21	41879482	41879483	30834406	hg38_H1_2883
N/A	chr21	41879482	41879483	30834406	hg38_H1_2883
N/A	chr21	42879275	42879276	30844404	hg38_H1_2886
N/A	chr21	42879589	42879590	30844407	hg38_H1_2886
WDR4	chr21	42879583	42879584	30844407	hg38_H1_2886
UMODL1	chr21	42062958	42062959	30836241	hg38_H1_2883
N/A	chr21	42879589	42879590	30844407	hg38_H1_2886
N/A	chr21	42879583	42879584	30844407	hg38_H1_2886
N/A	chr21	42879583	42879584	30844407	hg38_H1_2886
UMODL1	chr21	42062958	42062959	30836241	hg38_H1_2883
WDR4	chr21	42879583	42879584	30844407	hg38_H1_2886
PDE9A	chr21	42653751	42653752	30842149	hg38_H1_2885
ABCG1	chr21	42199811	42199812	30837610	hg38_H1_2884
N/A	chr21	42199688	42199689	30837608	hg38_H1_2884
UMODL1	chr21	42071316	42071317	30836325	hg38_H1_2883
PDE9A	chr21	42653751	42653752	30842149	hg38_H1_2885
PDE9A	chr21	42653751	42653752	30842149	hg38_H1_2885
PDE9A	chr21	42653751	42653752	30842149	hg38_H1_2885
PDE9A	chr21	42653751	42653752	30842149	hg38_H1_2885
PDE9A	chr21	42653751	42653752	30842149	hg38_H1_2885
N/A	chr21	42653751	42653752	30842149	hg38_H1_2885
PDE9A	chr21	42653751	42653752	30842149	hg38_H1_2885
N/A	chr21	42653751	42653752	30842149	hg38_H1_2885
PDE9A	chr21	42653751	42653752	30842149	hg38_H1_2885
N/A	chr21	42653751	42653752	30842149	hg38_H1_2885
UMODL1	chr21	42071316	42071317	30836325	hg38_H1_2883
PDE9A	chr21	42653751	42653752	30842149	hg38_H1_2885
PDE9A	chr21	42653751	42653752	30842149	hg38_H1_2885
PDE9A	chr21	42653751	42653752	30842149	hg38_H1_2885
PDE9A	chr21	42653751	42653752	30842149	hg38_H1_2885
N/A	chr21	42653751	42653752	30842149	hg38_H1_2885
N/A	chr21	42653751	42653752	30842149	hg38_H1_2885
N/A	chr21	42653751	42653752	30842149	hg38_H1_2885
PDE9A	chr21	42653751	42653752	30842149	hg38_H1_2885
N/A	chr21	42653751	42653752	30842149	hg38_H1_2885
HSF2BP	chr21	43659493	43659494	30852206	hg38_H1_2886
AGPAT3	chr21	43865234	43865235	30854264	hg38_H1_2887
TRPM2	chr21	44353600	44353601	30859148	hg38_H1_2887
PFKL	chr21	44300033	44300034	30858612	hg38_H1_2887
PFKL	chr21	44300033	44300034	30858612	hg38_H1_2887
TSPEAR	chr21	44711580	44711581	30862727	hg38_H1_2888
TSPEAR	chr21	44711580	44711581	30862727	hg38_H1_2888
FAM207A	chr21	44940039	44940040	30865012	
N/A	chr21	44353600	44353601	30859148	hg38_H1_2887
PCBP3	chr21	45849960	45849961	30874111	hg38_H1_2890
COL18A1	chr21	45455509	45455510	30870167	hg38_H1_2889
COL18A1	chr21	45455509	45455510	30870167	hg38_H1_2889
COL18A1	chr21	45405136	45405137	30869663	hg38_H1_2889
PCBP3	chr21	45849960	45849961	30874111	hg38_H1_2890
PRMT2	chr21	46635594	46635595	30881967	hg38_H1_2890
PRMT2	chr21	46635594	46635595	30881967	hg38_H1_2890
DIP2A	chr21	46458948	46458949	30880201	hg38_H1_2890
PCNT	chr21	46324121	46324122	30878853	hg38_H1_2890
PRMT2	chr21	46635594	46635595	30881967	hg38_H1_2890
DIP2A	chr21	46458948	46458949	30880201	hg38_H1_2890
DIP2A	chr21	46458948	46458949	30880201	hg38_H1_2890
PRMT2	chr21	46635594	46635595	30881967	hg38_H1_2890
PRMT2	chr21	46635594	46635595	30881967	hg38_H1_2890
PRMT2	chr21	46635594	46635595	30881967	hg38_H1_2890
MCM3AP	chr21	46285394	46285395	30878465	hg38_H1_2890
DIP2A	chr21	46458948	46458949	30880201	hg38_H1_2890
N/A	chr21	46458948	46458949	30880201	hg38_H1_2890
DIP2A	chr21	46458948	46458949	30880201	hg38_H1_2890
ICOSLG	chr21	5022492	5022493	30465836	
N/A	chr21	5022492	5022493	30465836	
ICOSLG	chr21	5022492	5022493	30465836	
C21ORF33	chr21	5128440	5128441	30466896	
C21ORF33	chr21	5128440	5128441	30466896	
PWP2	chr21	5154730	5154731	30467159	
SIK1	chr21	6111139	6111140	30476723	
LINC00319	chr21	6088242	6088243	30476494	
LINC00313	chr21	6060339	6060340	30476215	
CBS	chr21	6467608	6467609	30480288	
U2AF1	chr21	6499256	6499257	30480604	
CBS	chr21	6468040	6468041	30480292	
CBS	chr21	6468040	6468041	30480292	
U2AF1	chr21	6499256	6499257	30480604	
U2AF1	chr21	6499256	6499257	30480604	
CRYAA	chr21	6560690	6560691	30481218	
N/A	chr21	6859170	6859171	30484203	
MIR8069-2MIR8069-1	chr21	6859170	6859171	30484203	
N/A	chr21	7744950	7744951	30493061	
C21ORF140	chr21	7770548	7770549	30493317	
SMIM11	chr21	7744920	7744921	30493061	
MIR663A	chr21	8252231	8252232	30498134	
N/A	chr21	8197619	8197620	30497588	
N/A	chr21	8209630	8209631	30497708	
RNA5-8S5	chr21	8212571	8212572	30497737	
RNA5-8S5	chr21	8256780	8256781	30498179	
N/A	chr21	8208472	8208473	30497696	
N/A	chr21	8208843	8208844	30497700	
N/A	chr21	8205314	8205315	30497665	
N/A	chr21	8205314	8205315	30497665	
N/A	chr21	8205314	8205315	30497665	
MIR6724-3MIR6724-2MIR6724-3MIR6724-4MIR6724-1MIR6724-3	chr21	8205314	8205315	30497665	
MIR3648-2MIR3648-1	chr21	8208472	8208473	30497696	
MIR3687-2MIR3687-1MIR3687-2	chr21	8208843	8208844	30497700	
N/A	chr21	8249504	8249505	30498107	
N/A	chr21	8249504	8249505	30498107	
N/A	chr21	8249504	8249505	30498107	
MIR6724-3MIR6724-2MIR6724-3MIR6724-4MIR6724-1MIR6724-3	chr21	8249504	8249505	30498107	
N/A	chr21	8388361	8388362	30499495	
N/A	chr21	8388361	8388362	30499495	
N/A	chr21	8388361	8388362	30499495	
MIR6724-3MIR6724-2MIR6724-3MIR6724-4MIR6724-1MIR6724-3	chr21	8388361	8388362	30499495	
N/A	chr21	8441145	8441146	30500023	
N/A	chr21	8392665	8392666	30499538	
N/A	chr21	8436875	8436876	30499980	
RNA5-8S5	chr21	8395606	8395607	30499568	
RNA5-8S5	chr21	8439822	8439823	30500010	
N/A	chr21	8433221	8433222	30499944	
N/A	chr21	8432529	8432530	30499937	
N/A	chr21	8432529	8432530	30499937	
N/A	chr21	8432529	8432530	30499937	
MIR6724-3MIR6724-2MIR6724-3MIR6724-4MIR6724-1MIR6724-3	chr21	8432529	8432530	30499937	
N/A	chr21	8986998	8986999	30505481	
N/A	chr21	8987369	8987370	30505485	
MIR3648-2MIR3648-1	chr21	8986998	8986999	30505481	
MIR3687-2MIR3687-1MIR3687-2	chr21	8987369	8987370	30505485	
N/A	chr21	9129761	9129762	30506909	
N/A	chr21	9129761	9129762	30506909	
N/A	chr21	9129761	9129762	30506909	
MGC39584	chr21	9821061	9821062	30513822	
N/A	chr21	10413519	10413520	30519747	
TPTE	chr21	10521513	10521514	30520827	
TPTE	chr21	10521513	10521514	30520827	
TPTE	chr21	10521513	10521514	30520827	
N/A	chr21	10521513	10521514	30520827	
MIR3156-3	chr21	13406460	13406461	30549676	hg38_H1_2857
AP001465.5	chr21	13546032	13546033	30551072	hg38_H1_2857
N/A	chr21	13724188	13724189	30552853	hg38_H1_2857
MIR3118-1	chr21	13644850	13644851	30552060	hg38_H1_2857
MIR8069-2MIR8069-1	chr21	13724188	13724189	30552853	hg38_H1_2857
N/A	chr21	13848364	13848365	30554095	hg38_H1_2857
N/A	chr21	13980444	13980445	30555416	hg38_H1_2857
RBM11	chr21	14216144	14216145	30557773	hg38_H1_2858
HSPA13	chr21	14383188	14383189	30559443	hg38_H1_2858
SAMSN1	chr21	14546360	14546361	30561075	hg38_H1_2858
SAMSN1	chr21	14546360	14546361	30561075	hg38_H1_2858
AF165138.7	chr21	14643107	14643108	30562043	hg38_H1_2858
SAMSN1-AS1	chr21	14582201	14582202	30561434	hg38_H1_2858
NRIP1	chr21	15064805	15064806	30566260	hg38_H1_2858
MIR99A	chr21	16539088	16539089	30581002	hg38_H1_2859
MIR125B2	chr21	16590236	16590237	30581514	hg38_H1_2859
MIRLET7C	chr21	16539827	16539828	30581010	hg38_H1_2859
LINC01549	chr21	17438889	17438890	30590000	hg38_H1_2859
N/A	chr21	17438889	17438890	30590000	hg38_H1_2859
